city_development_index,relevent_experience,enrolled_university,education_level,major_discipline,experience,last_new_job,training_hours,training_hours_log,target
0.698,1,0,0.0,0,3,3,139,4.941642422609304,0.0
0.92,1,0,0.0,0,0,0,8,2.1972245773362196,0.0
0.92,1,0,4.0,0,0,2,80,4.394449154672439,0.0
0.727,1,0,1.0,0,3,3,300,5.707110264748875,0.0
0.493,0,2,0.0,0,3,0,92,4.532599493153256,1.0
0.6659999999999999,1,0,0.0,0,3,1,33,3.5263605246161616,0.0
0.949,1,0,1.0,0,3,0,3,1.3862943611198906,0.0
0.55,0,0,1.0,2,3,0,21,3.091042453358316,1.0
0.92,0,0,0.0,0,3,0,336,5.820082930352362,0.0
0.92,0,1,2.0,2,1,0,30,3.4339872044851463,0.0
0.8959999999999999,1,0,0.0,0,3,1,50,3.9318256327243257,0.0
0.698,0,1,0.0,0,3,3,42,3.7612001156935624,0.0
0.848,0,0,1.0,0,3,2,17,2.8903717578961645,1.0
0.92,1,0,0.0,0,3,2,46,3.8501476017100584,1.0
0.55,0,1,2.0,2,3,3,19,2.995732273553991,0.0
0.926,1,0,0.0,0,0,3,4,1.6094379124341003,0.0
0.926,0,0,1.0,0,3,0,48,3.8918202981106265,0.0
0.926,0,0,0.0,4,0,3,24,3.2188758248682006,0.0
0.92,1,2,0.0,0,3,3,194,5.272999558563747,1.0
0.92,1,0,0.0,0,0,2,130,4.875197323201151,0.0
0.624,0,0,0.0,5,3,0,20,3.044522437723423,1.0
0.92,1,0,0.0,0,3,0,4,1.6094379124341003,0.0
0.767,0,1,2.0,2,3,0,80,4.394449154672439,0.0
0.804,1,0,0.0,0,3,1,72,4.290459441148391,0.0
0.804,0,0,,2,3,1,11,2.4849066497880004,0.0
0.92,1,0,0.0,0,2,2,89,4.499809670330265,0.0
0.624,1,0,0.0,0,3,2,112,4.727387818712341,0.0
0.926,0,1,2.0,2,3,0,264,5.579729825986222,0.0
0.89,0,1,0.0,0,1,3,19,2.995732273553991,0.0
0.926,1,0,0.0,0,3,3,122,4.812184355372417,0.0
0.925,1,0,0.0,0,3,0,34,3.5553480614894135,0.0
0.91,0,0,2.0,2,3,3,122,4.812184355372417,0.0
0.92,1,0,0.0,1,3,1,10,2.3978952727983707,0.0
0.92,1,0,0.0,4,3,2,22,3.1354942159291497,1.0
0.754,0,1,1.0,0,3,1,10,2.3978952727983707,1.0
0.789,0,1,0.0,0,2,0,80,4.394449154672439,0.0
0.55,1,0,0.0,0,2,0,16,2.833213344056216,0.0
0.91,0,1,2.0,2,3,0,94,4.553876891600541,0.0
0.804,1,0,1.0,2,3,0,166,5.117993812416755,0.0
0.91,0,0,2.0,2,1,3,111,4.718498871295094,0.0
0.91,1,0,0.0,0,3,1,24,3.2188758248682006,0.0
0.926,0,0,2.0,2,3,2,182,5.209486152841421,0.0
0.92,1,0,0.0,0,0,3,218,5.389071729816501,0.0
0.624,1,1,0.0,0,3,3,103,4.6443908991413725,0.0
0.91,1,0,0.0,4,3,0,50,3.9318256327243257,0.0
0.92,1,0,0.0,0,0,0,72,4.290459441148391,0.0
0.92,0,2,0.0,0,2,0,57,4.060443010546419,0.0
0.866,1,1,1.0,0,3,2,19,2.995732273553991,0.0
0.91,1,0,0.0,0,0,0,166,5.117993812416755,0.0
0.92,1,0,1.0,0,3,3,28,3.367295829986474,0.0
0.92,1,0,0.0,0,3,2,13,2.6390573296152584,0.0
0.92,0,0,1.0,0,3,2,12,2.5649493574615367,1.0
0.92,1,0,0.0,0,3,2,4,1.6094379124341003,0.0
0.698,0,1,2.0,2,1,0,46,3.8501476017100584,0.0
0.698,1,0,0.0,0,1,1,112,4.727387818712341,1.0
0.7959999999999999,0,0,,2,3,3,79,4.382026634673881,0.0
0.92,1,1,0.0,0,3,0,26,3.295836866004329,0.0
0.92,0,0,0.0,0,3,1,108,4.6913478822291435,1.0
0.92,1,0,0.0,0,3,2,70,4.2626798770413155,0.0
0.843,1,0,0.0,0,3,3,134,4.90527477843843,1.0
0.92,1,0,0.0,0,3,0,89,4.499809670330265,0.0
0.91,1,0,1.0,0,3,3,88,4.48863636973214,0.0
0.91,0,2,0.0,0,3,0,37,3.6375861597263857,0.0
0.91,1,0,0.0,0,3,0,60,4.110873864173311,0.0
0.7959999999999999,1,0,1.0,0,3,2,26,3.295836866004329,0.0
0.887,1,1,2.0,2,3,3,49,3.912023005428146,0.0
0.897,1,0,1.0,0,3,1,308,5.733341276897746,0.0
0.924,1,2,0.0,0,3,0,94,4.553876891600541,0.0
0.926,0,1,2.0,2,3,2,11,2.4849066497880004,0.0
0.91,1,0,1.0,0,0,1,196,5.2832037287379885,0.0
0.926,0,1,0.0,0,2,0,44,3.8066624897703196,0.0
0.855,1,0,1.0,0,3,3,46,3.8501476017100584,0.0
0.92,1,2,0.0,0,3,0,47,3.871201010907891,1.0
0.91,1,0,0.0,2,0,1,7,2.0794415416798357,0.0
0.624,1,0,0.0,0,3,2,220,5.3981627015177525,1.0
0.848,0,0,0.0,0,2,3,58,4.07753744390572,0.0
0.624,1,0,0.0,0,2,0,140,4.948759890378168,0.0
0.92,0,1,0.0,0,3,0,17,2.8903717578961645,0.0
0.743,0,0,1.0,0,1,3,79,4.382026634673881,0.0
0.926,1,0,2.0,2,3,0,120,4.795790545596741,0.0
0.92,1,0,0.0,0,0,1,50,3.9318256327243257,0.0
0.92,1,0,0.0,0,3,1,54,4.007333185232471,0.0
0.84,1,0,1.0,0,3,3,69,4.248495242049359,0.0
0.91,1,0,1.0,0,3,0,45,3.828641396489095,0.0
0.949,0,0,0.0,0,3,1,43,3.784189633918261,0.0
0.7759999999999999,1,0,1.0,0,3,0,37,3.6375861597263857,0.0
0.926,1,0,1.0,0,3,1,117,4.770684624465665,0.0
0.897,0,1,0.0,0,3,0,86,4.465908118654584,1.0
0.91,1,0,1.0,0,3,0,14,2.70805020110221,0.0
0.939,1,0,0.0,0,0,1,32,3.4965075614664802,1.0
0.624,0,1,1.0,2,3,2,80,4.394449154672439,1.0
0.92,1,0,1.0,0,1,2,60,4.110873864173311,0.0
0.92,1,0,0.0,0,3,0,70,4.2626798770413155,0.0
0.624,1,0,0.0,0,2,0,32,3.4965075614664802,0.0
0.92,0,0,0.0,0,0,1,16,2.833213344056216,0.0
0.91,1,0,1.0,5,3,0,105,4.663439094112067,0.0
0.91,1,0,0.0,0,0,1,300,5.707110264748875,0.0
0.624,0,1,0.0,0,2,3,28,3.367295829986474,0.0
0.624,0,0,0.0,5,2,0,74,4.31748811353631,1.0
0.92,1,0,1.0,0,3,0,100,4.61512051684126,1.0
0.92,0,1,0.0,0,3,3,45,3.828641396489095,1.0
0.624,0,0,0.0,2,3,3,17,2.8903717578961645,0.0
0.92,1,0,0.0,0,3,2,67,4.219507705176107,0.0
0.6659999999999999,1,0,0.0,0,3,0,39,3.6888794541139363,0.0
0.92,1,0,0.0,0,3,0,106,4.672828834461906,0.0
0.924,1,0,0.0,0,3,2,78,4.3694478524670215,0.0
0.903,0,2,0.0,1,3,0,73,4.30406509320417,0.0
0.924,1,0,0.0,0,1,0,34,3.5553480614894135,1.0
0.92,0,1,0.0,0,3,0,15,2.772588722239781,1.0
0.884,0,0,0.0,0,3,3,83,4.430816798843313,0.0
0.884,0,1,0.0,0,3,3,11,2.4849066497880004,1.0
0.55,1,0,1.0,0,3,1,12,2.5649493574615367,1.0
0.624,1,1,0.0,0,3,0,34,3.5553480614894135,0.0
0.92,1,0,0.0,0,0,1,28,3.367295829986474,0.0
0.789,0,0,1.0,0,3,3,79,4.382026634673881,0.0
0.754,1,0,1.0,0,3,1,74,4.31748811353631,0.0
0.92,1,0,0.0,0,0,0,218,5.389071729816501,0.0
0.926,0,0,2.0,2,3,2,65,4.189654742026425,0.0
0.92,1,1,0.0,2,1,2,109,4.700480365792417,0.0
0.555,0,0,0.0,0,3,3,42,3.7612001156935624,0.0
0.924,1,0,0.0,0,0,1,15,2.772588722239781,0.0
0.92,1,0,0.0,0,3,0,25,3.258096538021482,0.0
0.92,1,0,2.0,2,3,0,23,3.1780538303479458,0.0
0.647,0,1,0.0,0,3,3,55,4.02535169073515,0.0
0.8959999999999999,1,0,1.0,0,3,2,78,4.3694478524670215,0.0
0.884,1,1,2.0,2,3,3,74,4.31748811353631,0.0
0.624,1,0,0.0,0,3,2,122,4.812184355372417,1.0
0.895,1,0,4.0,0,0,0,22,3.1354942159291497,0.0
0.624,1,0,1.0,0,3,1,143,4.969813299576001,0.0
0.91,0,0,0.0,0,3,0,103,4.6443908991413725,1.0
0.92,1,0,0.0,0,3,0,22,3.1354942159291497,0.0
0.897,1,1,0.0,0,2,2,50,3.9318256327243257,0.0
0.91,1,0,0.0,0,3,3,280,5.638354669333745,1.0
0.8959999999999999,1,0,2.0,2,3,0,14,2.70805020110221,0.0
0.563,0,1,0.0,2,3,0,20,3.044522437723423,1.0
0.924,1,0,1.0,0,3,1,43,3.784189633918261,0.0
0.92,1,0,0.0,0,3,0,18,2.9444389791664403,0.0
0.624,0,1,0.0,0,3,3,70,4.2626798770413155,1.0
0.647,0,1,0.0,0,3,3,30,3.4339872044851463,1.0
0.92,1,0,1.0,0,3,0,174,5.1647859739235145,0.0
0.794,0,0,0.0,0,3,0,55,4.02535169073515,0.0
0.903,0,0,0.0,0,1,0,90,4.51085950651685,0.0
0.624,1,1,0.0,0,3,3,85,4.454347296253507,1.0
0.92,1,0,1.0,0,3,0,80,4.394449154672439,0.0
0.926,1,0,2.0,2,3,3,66,4.204692619390966,0.0
0.698,1,0,0.0,1,2,0,80,4.394449154672439,1.0
0.743,1,0,1.0,0,3,3,26,3.295836866004329,0.0
0.923,1,0,1.0,0,3,0,37,3.6375861597263857,0.0
0.92,0,1,2.0,2,1,3,212,5.3612921657094255,0.0
0.698,1,1,1.0,0,3,2,45,3.828641396489095,0.0
0.624,1,0,0.0,0,3,0,78,4.3694478524670215,1.0
0.624,0,0,0.0,0,3,0,29,3.4011973816621555,0.0
0.926,1,0,0.0,0,3,2,77,4.356708826689592,0.0
0.92,1,0,0.0,0,3,0,22,3.1354942159291497,0.0
0.903,1,0,0.0,4,3,3,20,3.044522437723423,0.0
0.913,1,0,0.0,0,3,0,15,2.772588722239781,0.0
0.624,1,0,0.0,0,3,1,36,3.6109179126442243,1.0
0.926,0,1,2.0,2,3,0,102,4.634728988229636,1.0
0.698,1,1,0.0,0,3,0,20,3.044522437723423,0.0
0.624,1,0,0.0,0,1,0,15,2.772588722239781,1.0
0.92,1,0,1.0,4,3,0,73,4.30406509320417,0.0
0.55,1,0,0.0,0,3,0,45,3.828641396489095,1.0
0.939,1,0,1.0,0,3,0,22,3.1354942159291497,0.0
0.624,0,1,2.0,2,3,3,166,5.117993812416755,1.0
0.92,1,0,0.0,1,3,0,23,3.1780538303479458,0.0
0.92,1,0,1.0,0,0,3,55,4.02535169073515,0.0
0.897,1,0,1.0,0,1,0,54,4.007333185232471,0.0
0.698,1,1,0.0,0,1,0,166,5.117993812416755,0.0
0.91,1,1,0.0,0,3,0,55,4.02535169073515,1.0
0.913,1,0,0.0,0,0,2,18,2.9444389791664403,0.0
0.754,0,1,2.0,2,3,0,63,4.1588830833596715,0.0
0.698,1,0,0.0,0,3,1,62,4.143134726391533,0.0
0.624,1,1,0.0,0,2,3,109,4.700480365792417,1.0
0.915,1,0,1.0,1,3,3,60,4.110873864173311,0.0
0.855,1,2,0.0,0,3,0,98,4.59511985013459,0.0
0.754,1,0,0.0,0,0,1,82,4.418840607796598,0.0
0.926,1,0,1.0,0,3,0,19,2.995732273553991,0.0
0.91,1,0,0.0,0,1,1,48,3.8918202981106265,0.0
0.91,1,0,0.0,0,0,1,282,5.645446897643238,0.0
0.89,1,0,0.0,0,3,0,4,1.6094379124341003,0.0
0.624,0,0,0.0,2,2,2,102,4.634728988229636,1.0
0.92,1,0,0.0,0,3,2,23,3.1780538303479458,0.0
0.92,1,0,0.0,5,0,1,110,4.709530201312334,1.0
0.8270000000000001,0,1,2.0,2,3,2,7,2.0794415416798357,0.0
0.92,1,0,0.0,1,3,3,17,2.8903717578961645,1.0
0.855,0,1,2.0,2,3,0,7,2.0794415416798357,0.0
0.624,1,0,0.0,0,3,3,103,4.6443908991413725,1.0
0.804,1,1,2.0,2,1,0,79,4.382026634673881,0.0
0.855,1,2,0.0,0,1,0,48,3.8918202981106265,0.0
0.899,1,2,0.0,2,3,0,52,3.970291913552122,0.0
0.91,1,0,0.0,0,3,2,99,4.605170185988092,0.0
0.939,1,0,0.0,0,0,0,9,2.302585092994046,0.0
0.91,1,0,0.0,0,3,0,52,3.970291913552122,0.0
0.887,1,0,0.0,0,0,3,13,2.6390573296152584,0.0
0.624,1,0,0.0,0,3,0,24,3.2188758248682006,0.0
0.897,0,1,0.0,0,3,3,90,4.51085950651685,0.0
0.92,1,0,0.0,0,0,1,174,5.1647859739235145,0.0
0.91,1,0,0.0,0,3,3,54,4.007333185232471,0.0
0.866,1,1,0.0,0,3,3,44,3.8066624897703196,0.0
0.926,1,0,0.0,0,3,2,21,3.091042453358316,0.0
0.92,1,0,0.0,0,3,0,30,3.4339872044851463,1.0
0.878,0,0,,2,3,3,88,4.48863636973214,0.0
0.624,0,1,0.0,0,3,3,51,3.9512437185814275,0.0
0.92,0,1,0.0,0,3,0,21,3.091042453358316,1.0
0.624,1,0,0.0,0,1,3,102,4.634728988229636,1.0
0.624,1,0,0.0,0,3,2,18,2.9444389791664403,1.0
0.92,0,0,0.0,0,3,3,12,2.5649493574615367,0.0
0.924,1,0,1.0,3,3,2,70,4.2626798770413155,0.0
0.92,0,1,2.0,2,3,3,67,4.219507705176107,0.0
0.624,1,0,0.0,0,3,0,114,4.74493212836325,1.0
0.624,0,0,0.0,0,3,0,64,4.174387269895637,1.0
0.91,0,0,2.0,2,0,1,89,4.499809670330265,0.0
0.92,1,0,0.0,0,3,1,20,3.044522437723423,1.0
0.624,1,0,0.0,0,3,2,16,2.833213344056216,0.0
0.923,1,0,1.0,0,3,3,170,5.14166355650266,0.0
0.843,1,0,0.0,0,3,0,107,4.68213122712422,0.0
0.913,1,0,0.0,0,0,0,9,2.302585092994046,0.0
0.624,0,1,0.0,0,3,3,38,3.6635616461296463,1.0
0.848,1,0,1.0,0,3,1,17,2.8903717578961645,1.0
0.579,1,0,0.0,0,3,0,72,4.290459441148391,0.0
0.92,1,0,1.0,0,3,1,58,4.07753744390572,0.0
0.89,0,2,0.0,5,3,0,24,3.2188758248682006,0.0
0.926,1,0,4.0,0,3,2,28,3.367295829986474,0.0
0.91,1,0,1.0,3,3,3,74,4.31748811353631,0.0
0.4479999999999999,0,0,0.0,0,3,3,73,4.30406509320417,1.0
0.6659999999999999,1,0,1.0,0,3,1,160,5.081404364984463,0.0
0.624,1,0,1.0,0,3,0,26,3.295836866004329,0.0
0.624,1,1,0.0,0,3,0,3,1.3862943611198906,1.0
0.624,1,0,0.0,0,3,0,17,2.8903717578961645,1.0
0.698,1,0,0.0,3,3,0,278,5.631211781821365,0.0
0.624,1,1,0.0,0,2,2,14,2.70805020110221,1.0
0.92,1,0,0.0,0,0,0,20,3.044522437723423,0.0
0.624,1,0,1.0,0,3,2,62,4.143134726391533,1.0
0.92,1,0,0.0,0,3,2,17,2.8903717578961645,1.0
0.92,1,0,1.0,0,1,1,60,4.110873864173311,0.0
0.804,1,0,0.0,0,3,0,14,2.70805020110221,0.0
0.802,0,1,0.0,0,3,0,40,3.713572066704308,0.0
0.624,1,0,0.0,0,3,0,65,4.189654742026425,0.0
0.6890000000000001,1,1,1.0,0,3,1,56,4.04305126783455,1.0
0.624,1,1,1.0,0,3,0,8,2.1972245773362196,1.0
0.624,0,0,1.0,0,1,2,141,4.955827057601261,1.0
0.92,1,0,0.0,2,0,0,9,2.302585092994046,1.0
0.804,1,0,0.0,0,3,0,18,2.9444389791664403,1.0
0.804,1,0,0.0,0,3,0,128,4.859812404361672,0.0
0.897,0,0,0.0,3,3,1,51,3.9512437185814275,0.0
0.624,0,1,0.0,0,3,3,18,2.9444389791664403,1.0
0.624,0,1,0.0,0,2,0,45,3.828641396489095,1.0
0.92,1,2,0.0,0,3,1,39,3.6888794541139363,0.0
0.92,0,0,0.0,5,3,0,64,4.174387269895637,1.0
0.624,0,1,1.0,0,3,3,15,2.772588722239781,1.0
0.926,0,0,0.0,0,3,0,139,4.941642422609304,0.0
0.624,1,1,0.0,0,2,0,244,5.501258210544727,1.0
0.884,1,0,4.0,0,0,1,58,4.07753744390572,0.0
0.91,0,0,2.0,2,3,0,147,4.997212273764115,0.0
0.479,1,1,0.0,2,0,1,19,2.995732273553991,1.0
0.92,1,0,0.0,0,3,1,242,5.493061443340548,0.0
0.624,0,0,1.0,0,3,0,11,2.4849066497880004,0.0
0.624,1,1,0.0,0,3,0,20,3.044522437723423,1.0
0.92,1,0,0.0,0,3,0,124,4.8283137373023015,0.0
0.866,1,0,1.0,0,3,0,72,4.290459441148391,0.0
0.92,1,0,0.0,0,0,1,47,3.871201010907891,0.0
0.925,1,0,0.0,0,3,1,162,5.093750200806762,1.0
0.926,1,0,0.0,0,0,1,59,4.0943445622221,0.0
0.8270000000000001,1,0,4.0,0,0,1,96,4.574710978503383,0.0
0.92,1,0,1.0,0,0,0,258,5.556828061699537,1.0
0.698,0,1,0.0,0,2,3,17,2.8903717578961645,1.0
0.92,1,0,0.0,0,3,3,12,2.5649493574615367,0.0
0.926,1,0,2.0,2,3,3,64,4.174387269895637,0.0
0.92,1,0,0.0,0,3,3,96,4.574710978503383,0.0
0.754,1,0,1.0,0,3,0,47,3.871201010907891,0.0
0.92,1,0,1.0,0,3,0,36,3.6109179126442243,0.0
0.926,0,1,0.0,0,3,3,31,3.4657359027997265,0.0
0.682,1,0,0.0,0,3,1,25,3.258096538021482,1.0
0.897,1,0,1.0,0,3,2,24,3.2188758248682006,1.0
0.92,1,2,0.0,0,0,3,44,3.8066624897703196,1.0
0.7959999999999999,0,0,0.0,1,3,0,114,4.74493212836325,0.0
0.92,0,0,0.0,4,3,0,70,4.2626798770413155,0.0
0.897,0,0,2.0,2,3,3,18,2.9444389791664403,0.0
0.836,0,0,,2,3,3,8,2.1972245773362196,0.0
0.843,0,0,0.0,0,3,3,122,4.812184355372417,0.0
0.92,0,0,0.0,0,1,3,5,1.791759469228055,0.0
0.939,1,0,0.0,0,3,0,18,2.9444389791664403,0.0
0.926,0,1,1.0,2,3,3,134,4.90527477843843,0.0
0.92,1,0,0.0,0,3,0,19,2.995732273553991,0.0
0.624,1,0,0.0,0,3,3,56,4.04305126783455,1.0
0.884,1,0,0.0,0,2,3,11,2.4849066497880004,0.0
0.92,0,0,1.0,0,0,3,72,4.290459441148391,0.0
0.899,1,0,0.0,0,0,2,81,4.406719247264253,0.0
0.926,1,0,1.0,0,3,3,52,3.970291913552122,0.0
0.856,1,0,0.0,0,3,0,124,4.8283137373023015,0.0
0.6659999999999999,1,0,2.0,2,3,0,19,2.995732273553991,0.0
0.624,1,0,0.0,0,3,0,29,3.4011973816621555,1.0
0.91,0,1,1.0,0,3,1,90,4.51085950651685,0.0
0.8270000000000001,0,1,0.0,0,1,0,77,4.356708826689592,1.0
0.698,1,0,0.0,0,3,0,130,4.875197323201151,0.0
0.92,1,0,0.0,2,3,0,24,3.2188758248682006,1.0
0.91,1,0,0.0,0,3,3,56,4.04305126783455,1.0
0.843,1,0,1.0,0,3,0,4,1.6094379124341003,0.0
0.743,1,0,,2,3,0,4,1.6094379124341003,0.0
0.725,1,0,0.0,0,3,0,61,4.127134385045092,0.0
0.897,1,0,4.0,0,3,2,200,5.303304908059076,0.0
0.92,1,2,0.0,0,3,3,162,5.093750200806762,0.0
0.743,1,2,1.0,0,3,0,58,4.07753744390572,0.0
0.624,1,1,1.0,0,3,0,29,3.4011973816621555,1.0
0.624,1,0,0.0,0,3,0,46,3.8501476017100584,1.0
0.794,1,0,0.0,0,1,0,6,1.9459101490553132,0.0
0.925,0,0,2.0,2,3,3,35,3.58351893845611,0.0
0.804,1,0,0.0,0,3,0,210,5.351858133476067,0.0
0.624,1,1,0.0,0,3,1,64,4.174387269895637,0.0
0.762,1,0,1.0,0,3,3,21,3.091042453358316,0.0
0.926,1,0,0.0,0,3,3,154,5.043425116919247,0.0
0.884,1,0,0.0,0,0,0,10,2.3978952727983707,1.0
0.926,1,0,1.0,3,0,0,154,5.043425116919247,0.0
0.92,1,0,0.0,0,3,0,49,3.912023005428146,0.0
0.924,0,1,1.0,0,0,2,24,3.2188758248682006,0.0
0.926,1,0,0.0,0,3,3,10,2.3978952727983707,0.0
0.939,1,1,0.0,0,2,3,105,4.663439094112067,0.0
0.895,1,0,1.0,0,3,3,18,2.9444389791664403,0.0
0.698,1,2,0.0,0,1,0,29,3.4011973816621555,0.0
0.698,1,2,1.0,0,3,0,37,3.6375861597263857,0.0
0.624,1,0,0.0,0,3,3,21,3.091042453358316,1.0
0.926,0,0,0.0,2,3,3,106,4.672828834461906,0.0
0.767,1,0,0.0,0,3,0,37,3.6375861597263857,0.0
0.925,1,0,0.0,0,2,0,46,3.8501476017100584,0.0
0.897,0,2,0.0,4,3,2,40,3.713572066704308,0.0
0.926,0,1,0.0,0,3,0,146,4.990432586778736,1.0
0.698,0,1,0.0,0,3,3,48,3.8918202981106265,0.0
0.92,1,0,4.0,0,0,3,84,4.442651256490317,0.0
0.91,1,0,0.0,0,0,1,56,4.04305126783455,0.0
0.92,0,0,,2,3,2,36,3.6109179126442243,1.0
0.897,1,0,0.0,0,0,1,61,4.127134385045092,0.0
0.92,1,0,0.0,0,0,1,35,3.58351893845611,0.0
0.698,1,0,1.0,0,3,0,15,2.772588722239781,0.0
0.92,1,0,1.0,0,0,0,36,3.6109179126442243,0.0
0.897,0,1,0.0,0,3,3,320,5.771441123130016,0.0
0.754,1,0,0.0,0,0,3,124,4.8283137373023015,0.0
0.7659999999999999,0,0,0.0,0,3,3,19,2.995732273553991,1.0
0.897,1,0,0.0,1,3,0,75,4.330733340286331,0.0
0.926,1,0,0.0,4,1,3,11,2.4849066497880004,0.0
0.855,1,1,0.0,0,3,0,78,4.3694478524670215,0.0
0.767,0,0,2.0,2,3,3,65,4.189654742026425,0.0
0.698,0,0,0.0,0,3,0,165,5.111987788356544,0.0
0.802,0,0,1.0,3,3,0,34,3.5553480614894135,0.0
0.91,1,2,0.0,0,3,0,65,4.189654742026425,0.0
0.698,1,0,1.0,0,3,0,98,4.59511985013459,1.0
0.92,1,0,0.0,0,3,0,6,1.9459101490553132,0.0
0.624,1,0,0.0,0,3,2,54,4.007333185232471,1.0
0.92,1,0,0.0,5,3,1,45,3.828641396489095,0.0
0.91,0,0,2.0,2,2,3,57,4.060443010546419,0.0
0.92,1,0,0.0,0,3,0,13,2.6390573296152584,1.0
0.92,1,0,0.0,2,3,0,121,4.804021044733257,0.0
0.855,1,0,1.0,0,3,0,55,4.02535169073515,0.0
0.92,1,0,0.0,0,2,0,118,4.77912349311153,0.0
0.939,1,0,0.0,0,3,1,40,3.713572066704308,0.0
0.624,1,1,1.0,0,3,0,100,4.61512051684126,1.0
0.895,1,0,1.0,0,3,0,83,4.430816798843313,0.0
0.926,1,0,0.0,0,0,1,19,2.995732273553991,0.0
0.92,1,0,0.0,4,3,2,94,4.553876891600541,0.0
0.624,0,1,0.0,0,3,3,8,2.1972245773362196,0.0
0.92,1,0,0.0,0,0,1,36,3.6109179126442243,0.0
0.92,0,1,1.0,0,3,0,138,4.9344739331306915,1.0
0.92,1,0,0.0,0,3,2,41,3.7376696182833684,0.0
0.624,0,0,0.0,0,3,3,36,3.6109179126442243,0.0
0.624,1,0,0.0,0,3,0,51,3.9512437185814275,0.0
0.794,0,0,0.0,0,1,3,113,4.736198448394496,0.0
0.789,1,0,0.0,0,3,0,10,2.3978952727983707,0.0
0.804,1,0,1.0,0,3,0,28,3.367295829986474,0.0
0.92,0,0,4.0,0,3,1,6,1.9459101490553132,1.0
0.92,1,0,0.0,0,3,1,12,2.5649493574615367,0.0
0.866,1,0,4.0,0,3,1,61,4.127134385045092,0.0
0.7759999999999999,0,1,0.0,0,1,0,330,5.802118375377063,0.0
0.624,1,0,0.0,0,2,2,29,3.4011973816621555,1.0
0.92,0,1,2.0,2,3,3,46,3.8501476017100584,0.0
0.624,1,0,0.0,0,3,3,97,4.584967478670572,0.0
0.7759999999999999,1,0,0.0,0,3,1,13,2.6390573296152584,1.0
0.926,1,0,0.0,0,1,3,15,2.772588722239781,0.0
0.698,1,0,0.0,1,3,2,24,3.2188758248682006,0.0
0.624,1,2,0.0,0,3,3,236,5.4680601411351315,0.0
0.624,1,0,1.0,0,3,0,83,4.430816798843313,0.0
0.92,1,1,0.0,0,3,2,4,1.6094379124341003,0.0
0.878,0,2,0.0,0,1,0,77,4.356708826689592,0.0
0.92,1,0,0.0,0,3,0,110,4.709530201312334,0.0
0.698,0,1,2.0,2,3,3,6,1.9459101490553132,0.0
0.92,1,0,0.0,0,3,0,106,4.672828834461906,0.0
0.897,1,0,1.0,0,3,0,59,4.0943445622221,0.0
0.926,1,0,4.0,0,0,2,140,4.948759890378168,0.0
0.91,1,0,2.0,2,3,0,140,4.948759890378168,0.0
0.923,1,1,2.0,2,2,2,42,3.7612001156935624,0.0
0.762,0,0,0.0,0,2,2,83,4.430816798843313,0.0
0.897,1,0,4.0,0,3,3,8,2.1972245773362196,0.0
0.895,1,2,2.0,2,3,2,172,5.153291594497779,0.0
0.624,1,0,0.0,0,0,1,26,3.295836866004329,1.0
0.926,1,0,0.0,2,0,3,123,4.820281565605037,0.0
0.624,0,0,0.0,0,3,3,174,5.1647859739235145,0.0
0.624,1,0,0.0,0,3,3,33,3.5263605246161616,0.0
0.802,1,0,0.0,0,3,0,130,4.875197323201151,0.0
0.624,1,0,0.0,0,0,1,78,4.3694478524670215,1.0
0.884,1,2,0.0,0,3,0,184,5.220355825078324,0.0
0.91,1,0,0.0,0,3,3,65,4.189654742026425,0.0
0.884,1,0,0.0,0,3,0,134,4.90527477843843,1.0
0.887,1,0,2.0,2,3,3,45,3.828641396489095,0.0
0.926,1,0,1.0,0,3,3,72,4.290459441148391,0.0
0.624,1,1,1.0,0,3,3,172,5.153291594497779,1.0
0.887,1,0,1.0,0,0,1,112,4.727387818712341,0.0
0.767,1,0,0.0,2,3,3,43,3.784189633918261,0.0
0.91,0,0,0.0,0,0,1,278,5.631211781821365,0.0
0.866,0,1,2.0,2,3,3,130,4.875197323201151,0.0
0.624,1,0,0.0,0,2,2,112,4.727387818712341,1.0
0.92,1,0,0.0,0,3,1,66,4.204692619390966,0.0
0.92,1,0,0.0,0,0,1,94,4.553876891600541,0.0
0.89,0,2,0.0,0,3,2,108,4.6913478822291435,0.0
0.624,0,1,2.0,2,3,3,214,5.3706380281276624,1.0
0.789,1,1,0.0,0,3,0,130,4.875197323201151,0.0
0.92,1,0,1.0,0,0,3,35,3.58351893845611,0.0
0.92,1,0,0.0,0,3,3,12,2.5649493574615367,0.0
0.6659999999999999,1,2,0.0,2,1,2,116,4.762173934797756,0.0
0.6890000000000001,1,1,1.0,0,3,0,9,2.302585092994046,0.0
0.727,1,2,1.0,0,3,1,11,2.4849066497880004,0.0
0.624,1,0,2.0,2,3,3,118,4.77912349311153,1.0
0.754,0,0,2.0,2,3,3,100,4.61512051684126,0.0
0.926,0,0,1.0,0,0,1,5,1.791759469228055,0.0
0.802,1,0,0.0,0,3,2,90,4.51085950651685,0.0
0.926,0,1,2.0,2,3,3,122,4.812184355372417,0.0
0.92,1,0,0.0,0,0,1,25,3.258096538021482,0.0
0.92,1,0,0.0,0,3,1,24,3.2188758248682006,0.0
0.92,1,0,0.0,0,3,1,146,4.990432586778736,0.0
0.624,0,0,0.0,2,3,3,10,2.3978952727983707,1.0
0.624,1,0,1.0,0,3,3,80,4.394449154672439,1.0
